Epoch,Stage,Confidence
0,0,0.8386048880806838
1,3,0.39971265282479973
2,3,0.7316135033308587
3,3,0.5826454352386427
4,0,0.6487552717490768
5,0,0.4611597894081726
6,3,0.4646925903182893
7,0,0.5550678346302363
8,0,0.7296685814111992
9,0,0.5704894341475951
10,0,0.5349263222731709
11,0,0.36909392743127334
12,2,0.6371800590128495
13,2,0.7084397849569265
14,2,0.803274255495126
15,2,0.6626401980859965
16,2,0.7098162352932551
17,2,0.764312502342754
18,2,0.7242457136226571
19,2,0.7118764428311024
20,2,0.6550524700965611
21,2,0.73583374241975
22,2,0.8219327033639089
23,2,0.7053676312231072
24,2,0.7406194770468157
25,2,0.6920585587257981
26,2,0.8334617482991853
27,2,0.8477550273236254
28,2,0.8047913123009468
29,2,0.8088023916849368
30,2,0.7952609787968654
31,2,0.7686978031851683
32,2,0.8746723052270825
33,2,0.8499420113396856
34,2,0.8653495185394389
35,2,0.8637242212497271
36,2,0.8545763554928508
37,2,0.851157834819205
38,2,0.8841162098564077
39,2,0.9011199327015451
40,2,0.8493151949324301
41,2,0.8389878660714918
42,2,0.8660231203321855
43,2,0.9064845605116536
44,2,0.8846655942385815
45,2,0.8577759960963983
46,2,0.8943915295557285
47,2,0.8801866121151851
48,2,0.7998650079525044
49,2,0.7896601495230973
50,2,0.7944728093599973
51,2,0.7808342528559329
52,2,0.785532610429261
53,2,0.7813950780705259
54,2,0.7109780610517744
55,2,0.7783916793894493
56,2,0.7264217670275414
57,2,0.7717701869392035
58,2,0.7296009291563673
59,2,0.7760673162478556
60,2,0.8115311821705871
61,2,0.7367883107403647
62,2,0.7166734355826851
63,2,0.717693233996091
64,2,0.7307116672787285
65,2,0.7522420407185005
66,2,0.8350847435947739
67,2,0.8447186926235456
68,2,0.7695697411561474
69,2,0.8189125209311819
70,2,0.87230097420015
71,2,0.7492304801205552
72,2,0.8409079212689685
73,2,0.8347633218808029
74,2,0.7070838580910614
75,2,0.8389487010052019
76,2,0.5360978460008079
77,2,0.5373266657214366
78,2,0.5509141265018707
79,2,0.5751147343123555
80,2,0.7277286162155435
81,2,0.8439010397894235
82,2,0.8569571670374011
83,2,0.8540757599187839
84,2,0.8485431318213545
85,2,0.8426016640568778
86,2,0.9128627830071698
87,2,0.8060057369204124
88,2,0.9081728296776056
89,2,0.8628153033096018
90,2,0.8249710612684448
91,2,0.8693963777846253
92,2,0.8397576449786989
93,2,0.8202368457502686
94,2,0.8715962014003165
95,2,0.8433225681953649
96,2,0.8469092483264075
97,2,0.8658248391517198
98,2,0.8134548953044122
99,2,0.8584835891349587
100,2,0.8064584460895995
101,2,0.8567385780964072
102,2,0.7237653169866468
103,2,0.6580502183518366
104,2,0.6466540888805224
105,2,0.6599452451418735
106,2,0.5206355857785073
107,2,0.6804172425494741
108,2,0.6212905090246452
109,2,0.5522898254498708
110,2,0.5345174077831375
111,2,0.5469497843681222
112,2,0.5693077850653865
113,3,0.5423185083240093
114,3,0.620856903255926
115,3,0.6686910418773816
116,3,0.5786954245130428
117,3,0.716955576041786
118,3,0.6753579663907938
119,3,0.5675445300126667
120,3,0.5130823574434706
121,3,0.5209377914267548
122,3,0.52018413293232
123,3,0.633149491625152
124,3,0.5514200062704457
125,3,0.5562331366101436
126,2,0.5961115930298622
127,2,0.5364361588126842
128,3,0.5398442113541204
129,2,0.643660896756776
130,2,0.7171544712861461
131,2,0.7009666301632443
132,2,0.6474121889864489
133,2,0.6219579810389796
134,2,0.5404908753800668
135,2,0.6788985844920924
136,2,0.727513279286474
137,2,0.7558637005022365
138,2,0.6806219461687874
139,2,0.4715293777510274
140,2,0.4525353425250915
141,0,0.3358822234247272
142,0,0.47751824516104563
143,0,0.43999055395683717
144,0,0.4882598415185663
145,4,0.4853534868602219
146,0,0.3331901828913898
147,0,0.30545834242927694
148,0,0.374533112434068
149,4,0.424490615590061
150,4,0.4621529859572345
151,0,0.3484099635882414
152,0,0.4003998940155575
153,0,0.6326223101956616
154,0,0.6262725558950624
155,0,0.49403599759671196
156,0,0.6701260068884161
157,0,0.7157052242224927
158,0,0.8135230229913006
159,0,0.6404592603820013
160,0,0.6179965414612141
161,0,0.5625790466113376
162,0,0.5943942663768359
163,2,0.3835166002342615
164,0,0.45223071602774545
165,0,0.3835069542594143
166,2,0.37555117342007055
167,2,0.5536552586208376
168,2,0.5898509254757549
169,2,0.4198122082475762
170,2,0.5004454268012535
171,2,0.4149374120034937
172,0,0.4517295706566688
173,0,0.42973363434571366
174,2,0.676463939562317
175,2,0.49687468075403013
176,0,0.7194281731380425
177,0,0.3699287283010759
178,2,0.41084661760611385
179,2,0.5705670488634706
180,2,0.8043161594301308
181,2,0.467257338431098
182,2,0.5661354104193614
183,2,0.5485386013390773
184,1,0.429959691109117
185,2,0.4755399026749366
186,2,0.5121704839848176
187,2,0.38296165570874796
188,0,0.6116511454944917
189,2,0.6266062993272881
190,1,0.40772132357826907
191,1,0.509318909256211
192,1,0.41378591531954517
193,1,0.42509415603890277
194,0,0.38086329638947003
195,2,0.4375816713908804
196,2,0.4594457024509717
197,2,0.5588208978370717
198,2,0.5635050748909337
199,1,0.444883980685417
200,2,0.6059345312421877
201,2,0.6057892531630221
202,2,0.5549314382719333
203,2,0.5410519895105104
204,2,0.45071623283401935
205,2,0.6444017988021916
206,2,0.49748609881873984
207,2,0.7964686891699932
208,2,0.6713505746368941
209,2,0.7084909681685887
210,2,0.8088501459213331
211,2,0.8890594186678281
212,2,0.7549561423071707
213,2,0.703132070347397
214,2,0.8503934694128445
215,2,0.8707842571238138
216,2,0.9035636779894756
217,2,0.8744990627952695
218,2,0.850560244868209
219,2,0.8203679289062005
220,2,0.853942959097815
221,2,0.8909061786669528
222,2,0.8663134648236297
223,2,0.8787543426717498
224,2,0.8722977966808987
225,2,0.8857995524196457
226,2,0.858277054610044
227,2,0.8500320365759305
228,2,0.8828527326285438
229,2,0.8639238201565241
230,2,0.7700719883089506
231,2,0.8790436917352284
232,2,0.8527429865920099
233,2,0.8328541112510905
234,2,0.8649317931444375
235,2,0.9035702338459062
236,2,0.9361109813198445
237,2,0.9003538445383183
238,2,0.894046103709324
239,2,0.8534404764613457
240,2,0.9030179624110506
241,2,0.8205626120287365
242,2,0.8731319901379035
243,2,0.8457455873428574
244,2,0.8411102356328122
245,2,0.8391277963847574
246,2,0.8586679886423358
247,2,0.7849225337539866
248,2,0.7389510094377089
249,2,0.7141257507776501
250,2,0.6064288437977738
251,2,0.6551337549378187
252,2,0.6350141493670124
253,2,0.889482770699397
254,2,0.6335609999506169
255,2,0.6399823055340035
256,2,0.7707408749555493
257,2,0.6391815454244236
258,2,0.7339922413338328
259,2,0.603401550378384
260,3,0.6335921284347685
261,3,0.5425923463694413
262,3,0.5268440254321761
263,2,0.5992997615696292
264,2,0.6077875487026193
265,2,0.6499656712757728
266,2,0.661608859797272
267,2,0.7557487965258602
268,2,0.7929475665530609
269,2,0.8044241303094734
270,2,0.7891681081310481
271,2,0.7615026379177845
272,2,0.9034954719001641
273,2,0.7343217259678648
274,2,0.4368598641433809
275,0,0.3336572778484101
276,4,0.38752857352220466
277,4,0.49185984854329856
278,4,0.33077937359413556
279,2,0.33383624791639993
280,4,0.4694834245643515
281,4,0.6448313380259434
282,4,0.42719681420310374
283,4,0.6492473848254422
284,4,0.5474719017168982
285,4,0.6635350021279117
286,4,0.5677648380505212
287,0,0.3303380141661687
288,0,0.4130427296047353
289,0,0.3076727719670793
290,0,0.3467274167896168
291,0,0.3809987302896042
292,1,0.2616589240749652
293,0,0.44340996072930866
294,4,0.4255338762547371
295,4,0.4342925620141715
296,1,0.36636329225622555
297,1,0.3504625007900499
298,4,0.3484903723549213
299,4,0.26907770009879783
300,4,0.2946967157420753
301,1,0.4309631859956491
302,2,0.42933557585962245
303,1,0.41007288288614224
304,2,0.5752081459074553
305,1,0.39088868603324456
306,2,0.38246840424172607
307,2,0.6589516463917754
308,2,0.37651474064842805
309,2,0.301224862037524
310,2,0.34162195748224006
311,1,0.3315980240591284
312,1,0.47134626582639333
313,2,0.3160436795736148
314,0,0.2871006124983094
315,4,0.2803322273455773
316,1,0.35170935187329627
317,0,0.4603151048704355
318,1,0.3603767147970883
319,1,0.32794241308410893
320,1,0.3719401064345083
321,1,0.3041793859683047
322,4,0.321362297305479
323,0,0.6129260244769145
324,0,0.6297446129304202
325,1,0.38470813710910723
326,1,0.4872529034646946
327,2,0.4335947914065751
328,2,0.6879427019880882
329,2,0.3575082072150703
330,4,0.44060575789540085
331,4,0.30176265712810857
332,0,0.4118334195358632
333,0,0.4062258450462171
334,0,0.47280979608278556
335,0,0.4160298911538629
336,4,0.39303468079654197
337,0,0.3391678419269118
338,2,0.2697049376001034
339,1,0.40997219961913733
340,2,0.32088861834150184
341,0,0.4204211266147558
342,0,0.3955650773653738
343,2,0.6399142467734731
344,2,0.6048081382337009
345,2,0.8342086313635163
346,2,0.7637113595595661
347,2,0.7685349261139078
348,2,0.7206435956122298
349,2,0.6579473061122919
350,2,0.7720807406964924
351,2,0.6127833543721496
352,2,0.8850280433440645
353,2,0.7966111499866754
354,2,0.8196561469696511
355,2,0.9525395611325607
356,2,0.9266042203846858
357,2,0.8894116256257396
358,2,0.8887011171418795
359,2,0.7888715255592833
360,2,0.9463075226540263
361,2,0.9618914687236976
362,2,0.9480869835158342
363,2,0.8885617144038037
364,2,0.8810172750721887
365,2,0.8793933066510984
366,2,0.9112220933328915
367,2,0.8893436525856161
368,2,0.8759811809662964
369,2,0.8783724227066565
370,2,0.8801231225126515
371,2,0.9290875633162416
372,2,0.9390651207857291
373,2,0.8319162715669888
374,2,0.8969666178536614
375,2,0.8796717476561238
376,2,0.9046748244000654
377,2,0.9254125153441248
378,2,0.8604825048445277
379,2,0.9022163445094444
380,2,0.720743827502421
381,2,0.792807106398
382,2,0.8591973955040753
383,2,0.8210586386742145
384,2,0.756200175344855
385,2,0.6987067722709335
386,2,0.8855600150173748
387,2,0.9151845014926966
388,2,0.899009854769151
389,2,0.7198188814398041
390,2,0.6974124119064612
391,2,0.6359695291320476
392,2,0.6379088901219973
393,2,0.5770495063867365
394,2,0.6713879000566129
395,2,0.710615500206642
396,2,0.6097043880760927
397,2,0.6917605764435347
398,2,0.8411291833971771
399,2,0.8365784157155025
400,3,0.5157972239197464
401,2,0.8634748712940704
402,2,0.7766508463595646
403,2,0.7008275254073325
404,2,0.8358540304960763
405,2,0.525814521550344
406,2,0.557823151408759
407,2,0.8502526631286595
408,2,0.5977082639885928
409,2,0.7096060237823352
410,2,0.7246271120646208
411,2,0.516926572939249
412,2,0.7392398401828457
413,2,0.8253092444666352
414,2,0.9005405863825099
415,2,0.9415590327736315
416,2,0.8785113177971945
417,2,0.8043155229624339
418,2,0.7764760474515628
419,2,0.8105906353659499
420,2,0.7145453078807218
421,2,0.8505940484150929
422,2,0.8461456093737654
423,2,0.8699103922972485
424,2,0.8682974873716869
425,2,0.7355658069344151
426,2,0.7502726785997083
427,2,0.7904740506908184
428,2,0.828647426028978
429,2,0.8687239366322813
430,2,0.7580792344956313
431,2,0.6419539828661996
432,2,0.7848135791305538
433,2,0.5553635827043294
434,2,0.8472565090838716
435,2,0.559089403474966
436,2,0.6384852188838235
437,2,0.5442120830165466
438,2,0.7920781117842947
439,2,0.5635915125115486
440,2,0.7710431459067596
441,2,0.6951117109837444
442,2,0.6291691855297008
443,2,0.5008952297012104
444,2,0.6843839371653072
445,2,0.5397566567513347
446,2,0.4702050769339567
447,2,0.691566741369942
448,2,0.6197029265610228
449,2,0.7145306124433644
450,2,0.8417391115226391
451,2,0.822572385832433
452,2,0.7628233403650938
453,2,0.8845209000580121
454,2,0.82560766045471
455,2,0.8653598496945925
456,2,0.9006141304916837
457,2,0.8588080177371411
458,2,0.8645104773547831
459,2,0.7943570517316236
460,0,0.40264690817815485
461,3,0.594509740660716
462,3,0.39453042040868286
463,0,0.696368349678511
464,0,0.8169306106233699
465,0,0.5681711931134649
466,0,0.3849515694964299
467,1,0.29077765558145025
468,0,0.7682826643280328
469,0,0.7002536489053249
470,0,0.28757261312380117
471,3,0.33190226276028373
472,0,0.2804524791762607
473,0,0.49434917697193026
474,0,0.3942912855322821
475,0,0.5366547252479542
476,0,0.3378445591006547
477,2,0.3999164766822351
478,0,0.46534554982014253
479,2,0.4213345329878854
480,2,0.5178214512350915
481,3,0.6748876874113615
482,3,0.529339672576906
483,3,0.4989295241977706
484,0,0.3336089657540564
485,0,0.3397351087118427
486,0,0.5009611564869607
487,0,0.5072416716578153
488,0,0.6285385810109381
489,3,0.5178084774484059
490,3,0.43215791403789866
491,3,0.37747197747791617
492,3,0.5564922606759936
493,3,0.596988499820866
494,3,0.5379989049677167
495,3,0.6816196800855063
496,3,0.7576126096541201
497,3,0.6494712720092235
498,3,0.5853699815827539
499,3,0.46573256744988994
500,3,0.4165339985586508
501,3,0.5273611556195534
502,3,0.4776199439782483
503,3,0.4918516604461478
504,0,0.3960185418377574
505,3,0.4406085106709137
506,3,0.7451081180227765
507,2,0.6874467619309077
508,2,0.6778117082356818
509,2,0.9114784862141251
510,2,0.8067628758428034
511,2,0.7550813385726753
512,2,0.8365504523149998
513,2,0.7363493329182002
514,2,0.6385451908945932
515,3,0.5067593156703238
516,2,0.7879115367936981
517,2,0.8705817931651919
518,2,0.8358089020362249
519,2,0.9126608727938361
520,2,0.9271234169282073
521,2,0.8924649641394301
522,2,0.7925619788342967
523,2,0.6270103140777065
524,2,0.47745599822751583
525,1,0.5303568110128327
526,2,0.6823883581584338
527,2,0.6423955296643004
528,2,0.726925853822498
529,2,0.7289037118053633
530,2,0.5661242505768568
531,2,0.4896633350177139
532,2,0.749043323381217
533,1,0.36344481470441053
534,2,0.6126424382998537
535,2,0.44479981623147363
536,2,0.44197212673245984
537,2,0.45933357663610724
538,2,0.5426804393161558
539,2,0.40350006735561394
540,2,0.6964214596286005
541,2,0.5427311426240427
542,2,0.6396827199113299
543,2,0.8111152805595723
544,2,0.5905690257843618
545,2,0.5527814309304088
546,2,0.6702568073597172
547,2,0.7177236643126769
548,2,0.6440409981958022
549,2,0.7236746084773393
550,2,0.5691645559456251
551,2,0.6200581199697454
552,2,0.6420169976865489
553,2,0.6870610031096072
554,2,0.5682746558859405
555,2,0.5155166752976044
556,4,0.42223298237884255
557,4,0.5401040063861827
558,2,0.47274559000581584
559,2,0.36667267187143593
560,2,0.7559857228449921
561,2,0.5057135748288998
562,2,0.5041539219080109
563,2,0.8043562205428582
564,2,0.49316708039339685
565,2,0.7543786308400049
566,2,0.8334857641537358
567,2,0.5637763300606339
568,2,0.747068141731278
569,2,0.6060123610893259
570,2,0.612363618302569
571,2,0.7107954788486157
572,2,0.7065312700928111
573,2,0.7914421385222726
574,2,0.7382503422742339
575,2,0.7210865871840206
576,2,0.7356786793311629
577,2,0.7438202112355534
578,2,0.8366142309047491
579,2,0.8563645849469862
580,2,0.7653502208237268
581,2,0.8014579513776375
582,2,0.8409253727887532
583,2,0.8029868646402397
584,2,0.867649280970878
585,2,0.8015269545451055
586,2,0.8588856872342412
587,2,0.7875029082587256
588,2,0.738847595996154
589,2,0.7638600242819722
590,2,0.8319690507864469
591,2,0.737148730209203
592,2,0.7736988337734312
593,2,0.8782876572548063
594,2,0.882452781049841
595,2,0.8615152424543894
596,2,0.8601147761496964
597,2,0.7596155808556769
598,2,0.489609645286066
599,2,0.8933258193145837
600,2,0.7745288929024915
601,2,0.7689418086577872
602,2,0.9110415384180255
603,2,0.8816494006676145
604,2,0.9022924965626419
605,2,0.8876945485419835
606,2,0.9042998779546472
607,2,0.9175231879261163
608,2,0.8700132449560376
609,2,0.8808238045751469
610,2,0.8685599263175774
611,2,0.8401737831783438
612,2,0.719887579722073
613,2,0.6301295184970039
614,2,0.8032446568539143
615,2,0.706672243020266
616,2,0.7657446059993536
617,2,0.8308417332800794
618,2,0.8207173479169989
619,2,0.8054287251767507
620,2,0.8608092442147617
621,2,0.7594882259630853
622,2,0.7658260754206627
623,2,0.734740664387343
624,2,0.8074277824507763
625,2,0.8382814852692959
626,2,0.8405940030483501
627,2,0.5862768342349478
628,2,0.7684500486434855
629,2,0.7343374018418988
630,2,0.659163204786836
631,2,0.7958758476681707
632,2,0.5514723699580126
633,2,0.8995551665131039
634,2,0.8354377821548354
635,2,0.7608821984148937
636,2,0.7765002603545429
637,2,0.7605145639842199
638,2,0.713707715362289
639,2,0.6951255832116378
640,2,0.619883413591963
641,2,0.37208863607741316
642,2,0.5739064444443773
643,2,0.6383608748506244
644,2,0.6939660133973639
645,2,0.37491971527678136
646,2,0.6339843536086102
647,2,0.7958357558491455
648,2,0.5322192811695572
649,2,0.5912336860321056
650,2,0.6440233737561115
651,2,0.5807355950239842
652,2,0.7141049418166108
653,2,0.6630459773412165
654,2,0.6536779938212025
655,2,0.7861951032417296
656,2,0.7329250701924522
657,0,0.35796748632602143
658,0,0.5119329412749029
659,0,0.34942530535329247
660,1,0.4828649262350143
661,1,0.5711978795756161
662,2,0.3799618057331601
663,2,0.5130092418338004
664,1,0.4735201132091221
665,2,0.44465147858038945
666,2,0.4427922793181091
667,1,0.5526763858116766
668,1,0.5973923712866582
669,2,0.3700094948767875
670,2,0.7128109646198543
671,2,0.7175251364811257
672,2,0.6290620482471578
673,1,0.41283044730426566
674,1,0.5726103280378486
675,1,0.5940914799520474
676,1,0.5833003698949437
677,1,0.47049784335747574
678,0,0.7788701542328436
679,2,0.46559853523309336
680,2,0.48109192339463197
681,2,0.39747285304750013
682,2,0.4823208720523038
683,1,0.388437788884264
684,1,0.43766195088549104
685,1,0.3987986611629946
686,4,0.41522106224991345
687,4,0.3864667741470585
688,4,0.45722488113222737
689,2,0.32371430581071026
690,4,0.5002013337475184
691,4,0.27833381390983164
692,4,0.42768243705739634
693,0,0.44539601012050595
694,4,0.3027978747020764
695,0,0.3804050954657293
696,1,0.3930479128286683
697,4,0.6902602835941604
698,4,0.3282496281887297
699,1,0.3255750933996626
700,2,0.2920434200184778
701,0,0.38240871015863137
702,2,0.34270015165580126
703,0,0.3983296967605225
704,0,0.65390932398091
705,0,0.5409376229882052
706,0,0.5301224407628123
707,0,0.3338767043940071
708,4,0.30385873893082954
709,2,0.38031861848642134
710,0,0.34831027028672906
711,0,0.4398374352469253
712,4,0.3816207602094941
713,4,0.36139200691760565
714,4,0.43467054018912105
715,4,0.5139857611272886
716,4,0.5338809212034974
717,4,0.3923636327567455
718,0,0.37419573814327184
719,0,0.4146158237283156
720,0,0.5311781211574121
721,0,0.803045498846396
722,0,0.8029053937275845
723,0,0.5640677701575031
724,0,0.5939632945686957
725,0,0.6458741954641514
726,0,0.5707540142947416
727,0,0.6831830156889896
728,4,0.5535347925804734
729,2,0.4442580285215472
730,0,0.4251942713525358
731,2,0.6027987402176833
732,2,0.4765201954750379
733,2,0.5392924300701123
734,2,0.4241448539647238
735,2,0.40658152695042293
736,2,0.610368833500745
737,2,0.7005220547730051
738,4,0.44362490251593056
739,4,0.394366229399288
740,0,0.4580169078916993
741,4,0.4914090717553816
742,4,0.6872173821443586
743,4,0.8312911059335305
744,4,0.8727825343275131
745,4,0.9527218061309711
