epoch,accuracy,f1_metric,learning_rate,loss,precision,recall,val_accuracy,val_f1_metric,val_loss,val_precision,val_recall
0,0.5737018585205078,0.07284729927778244,9.999999747378752e-05,6.889097213745117,0.12433581054210663,0.37620580196380615,0.9907010197639465,0.0,0.15462377667427063,0.0,0.0
1,0.5812395215034485,0.07436461001634598,9.999999747378752e-05,6.855901718139648,0.13850997388362885,0.4244372844696045,0.009298998862504959,0.009298998862504959,0.16431966423988342,0.009298998862504959,1.0
2,0.5552763938903809,0.07761337608098984,9.999999747378752e-05,6.546132564544678,0.13508260250091553,0.44694533944129944,0.009298998862504959,0.009298998862504959,0.176907479763031,0.009298998862504959,1.0
3,0.5422948002815247,0.08134491741657257,9.999999747378752e-05,7.613672256469727,0.13594040274620056,0.469453364610672,0.009298998862504959,0.009298998862504959,0.18069729208946228,0.009298998862504959,1.0
4,0.534757137298584,0.08100832253694534,9.999999747378752e-05,5.251402854919434,0.1282527893781662,0.4437299072742462,0.0104434909299016,0.009289915673434734,0.18342822790145874,0.009169054217636585,0.9846153855323792
5,0.5251256227493286,0.08198098838329315,9.999999747378752e-05,6.714379787445068,0.13160251080989838,0.4726687967777252,0.9450643658638,0.0007522500236518681,0.15635086596012115,0.006191950291395187,0.03076923079788685
6,0.5259631276130676,0.08118846267461777,9.999999747378752e-05,5.530958652496338,0.13183856010437012,0.4726687967777252,0.020314734429121017,0.00925812404602766,0.18929138779640198,0.009260599501430988,0.9846153855323792
7,0.5020937919616699,0.08563223481178284,9.999999747378752e-05,5.427097320556641,0.13232830166816711,0.5080385804176331,0.03290414810180664,0.009207134135067463,0.19978272914886475,0.00923618208616972,0.9692307710647583
8,0.4761306643486023,0.08840744197368622,9.999999747378752e-05,6.353225231170654,0.11974109709262848,0.47588425874710083,0.9783977270126343,0.00023006413539405912,0.15232709050178528,0.0,0.0
9,0.46063652634620667,0.09054848551750183,9.999999747378752e-05,4.986326694488525,0.12624330818653107,0.5305466055870056,0.03104434907436371,0.009214315563440323,0.4711553156375885,0.009218612685799599,0.9692307710647583
10,0.4627303183078766,0.09110453724861145,9.999999747378752e-05,4.973677635192871,0.12383900582790375,0.5144694447517395,0.039341915398836136,0.009167030453681946,0.2557486295700073,0.009297520853579044,0.9692307710647583
11,0.45770519971847534,0.09224552661180496,9.999999747378752e-05,5.517754554748535,0.13063062727451324,0.5594855546951294,0.9905579686164856,8.670393981446978e-06,0.12129001319408417,0.0,0.0
12,0.46775543689727783,0.0936942845582962,9.999999747378752e-05,4.691769599914551,0.13800905644893646,0.5884244441986084,0.9905579686164856,8.670393981446978e-06,0.11998417973518372,0.0,0.0
13,0.4493299722671509,0.0950661301612854,9.999999747378752e-05,3.8303287029266357,0.13936781883239746,0.6237941980361938,0.018597997725009918,0.00926706101745367,0.26937487721443176,0.009244547225534916,0.9846153855323792
14,0.42252930998802185,0.09498685598373413,9.999999747378752e-05,5.1238274574279785,0.12073863297700882,0.5466237664222717,0.9907010197639465,0.0,0.1256100833415985,0.0,0.0
15,0.42294806241989136,0.09756796807050705,9.999999747378752e-05,4.150899887084961,0.13282862305641174,0.6205787658691406,0.03862661123275757,0.009169836528599262,0.24246379733085632,0.0092906653881073,0.9692307710647583
16,0.4300670027732849,0.0971914604306221,9.999999747378752e-05,4.385615825653076,0.13793103396892548,0.6430867910385132,0.03547925502061844,0.009183601476252079,0.560127317905426,0.00926061999052763,0.9692307710647583
17,0.40871021151542664,0.0997035950422287,9.999999747378752e-05,4.395747661590576,0.13177257776260376,0.6334404945373535,0.012589413672685623,0.009292185306549072,0.763707160949707,0.009329697117209435,1.0
18,0.4262981712818146,0.09751258045434952,9.999999747378752e-05,4.129215240478516,0.13049545884132385,0.6012861728668213,0.9869813919067383,5.202236570767127e-05,0.11723478883504868,0.0,0.0
19,0.4041038453578949,0.10123800486326218,9.999999747378752e-05,3.789965867996216,0.1389610320329666,0.6881029009819031,0.014163089916110039,0.009283102117478848,0.41765305399894714,0.009203336201608181,0.9846153855323792
20,0.3944723606109619,0.10220908373594284,9.999999747378752e-05,3.831576108932495,0.13363459706306458,0.6655948758125305,0.018884120509028435,0.009269332513213158,0.7388466596603394,0.009388993494212627,1.0
21,0.3844221234321594,0.1026761531829834,9.999999747378752e-05,4.0025200843811035,0.12923865020275116,0.6495176553726196,0.9907010197639465,0.0,0.3453388810157776,0.0,0.0
22,0.3672529458999634,0.1037009134888649,9.999999747378752e-05,4.22622013092041,0.12640099227428436,0.6527331471443176,0.9894134402275085,8.670393981446978e-06,0.10696370899677277,0.0,0.0
23,0.37269681692123413,0.10350613296031952,9.999999747378752e-05,3.595121145248413,0.12555204331874847,0.63987135887146,0.018741058185696602,0.009266987442970276,0.4359888732433319,0.009245882742106915,0.9846153855323792
24,0.3785594701766968,0.10347481071949005,9.999999747378752e-05,2.9519875049591064,0.1318267434835434,0.6752411723136902,0.030472103506326675,0.009204789064824581,0.4949002265930176,0.009213220328092575,0.9692307710647583
25,0.3588777184486389,0.10698273032903671,9.999999747378752e-05,3.194108724594116,0.1360381841659546,0.7331189513206482,0.03233190253376961,0.009199623949825764,0.26089489459991455,0.009518231265246868,1.0
26,0.3555276393890381,0.10779024660587311,9.999999747378752e-05,2.739001512527466,0.13839811086654663,0.7556270360946655,0.9673819541931152,0.0004260003042872995,0.1579580307006836,0.017751479521393776,0.04615384712815285
27,0.3324958086013794,0.10783074051141739,9.999999747378752e-05,2.942030191421509,0.12681791186332703,0.700964629650116,0.009442060254514217,0.009298998862504959,0.343509316444397,0.00930032879114151,1.0
28,0.34170854091644287,0.10829751938581467,9.999999747378752e-05,3.19327449798584,0.13063853979110718,0.7170417904853821,0.0104434909299016,0.009296728298068047,0.22190308570861816,0.00930965319275856,1.0
29,0.36222779750823975,0.10702688992023468,9.999999747378752e-05,3.3548970222473145,0.13712574541568756,0.7363343834877014,0.0104434909299016,0.00929445680230856,0.27872803807258606,0.00930965319275856,1.0
30,0.3304020166397095,0.10839258134365082,9.999999747378752e-05,2.8953707218170166,0.12903225421905518,0.7202572226524353,0.009298998862504959,0.009298998862504959,0.7063645124435425,0.009298998862504959,1.0
31,0.33752092719078064,0.10892688482999802,9.999999747378752e-05,2.768228054046631,0.13116657733917236,0.7266880869865417,0.01158798299729824,0.009292185306549072,0.2216694951057434,0.009320332668721676,1.0
32,0.3345896005630493,0.1092248260974884,9.999999747378752e-05,2.1073615550994873,0.1352739781141281,0.762057900428772,0.011444921605288982,0.009296728298068047,0.2470925748348236,0.009318996220827103,1.0
33,0.3107202649116516,0.11151723563671112,9.999999747378752e-05,2.7917933464050293,0.12813369929790497,0.7395498156547546,0.011731044389307499,0.009296728298068047,0.415117084980011,0.009321669116616249,1.0
34,0.3186767101287842,0.11071529239416122,9.999999747378752e-05,3.5051605701446533,0.1295045018196106,0.7395498156547546,0.010872675105929375,0.00929445680230856,4.800546646118164,0.009313655085861683,1.0
35,0.3362646698951721,0.10880538821220398,9.999999747378752e-05,3.1941068172454834,0.13136574625968933,0.729903519153595,0.013447782956063747,0.009289915673434734,2.2085609436035156,0.00933773908764124,1.0
36,0.3199329972267151,0.11055362224578857,9.999999747378752e-05,3.2733070850372314,0.1263517290353775,0.7138263583183289,0.012303289957344532,0.00929445680230856,1.0005651712417603,0.009327019564807415,1.0
37,0.30234506726264954,0.11155112832784653,9.999999747378752e-05,3.3881375789642334,0.12423738092184067,0.7202572226524353,0.011015736497938633,0.009292185306549072,0.5663871169090271,0.009314989671111107,1.0
38,0.322026789188385,0.10987203568220139,9.999999747378752e-05,2.4716386795043945,0.12925170361995697,0.7331189513206482,0.012017167173326015,0.00929445680230856,0.2707066237926483,0.009324343875050545,1.0
39,0.29355108737945557,0.1136084720492363,9.999999747378752e-05,2.752716302871704,0.12850971519947052,0.7652733325958252,0.009871244430541992,0.009298998862504959,0.3705591559410095,0.009304323233664036,1.0
40,0.3082076907157898,0.11262556910514832,9.999999747378752e-05,2.1357100009918213,0.1326027363538742,0.7781350612640381,0.010586552321910858,0.009298998862504959,0.3711138665676117,0.00931098684668541,1.0
41,0.3069514334201813,0.11171700805425644,9.999999747378752e-05,2.385540246963501,0.13036303222179413,0.762057900428772,0.01917024329304695,0.00926251895725727,0.2954981029033661,0.009391706436872482,1.0
42,0.30192628502845764,0.1116596907377243,9.999999747378752e-05,2.977795124053955,0.12828947603702545,0.7524116039276123,0.010157367214560509,0.009296728298068047,0.23942366242408752,0.00930698774755001,1.0
43,0.30402010679244995,0.11267118155956268,9.999999747378752e-05,2.7340621948242188,0.13026820123195648,0.7652733325958252,0.07424892485141754,0.0089718047529459,0.16896629333496094,0.009494639933109283,0.9538461565971375
44,0.2977387011051178,0.11222344636917114,9.999999747378752e-05,2.4414634704589844,0.12677595019340515,0.7459806799888611,0.009442060254514217,0.009298998862504959,0.7462517619132996,0.00930032879114151,1.0
45,0.29438862204551697,0.11434266716241837,9.999999747378752e-05,2.4383738040924072,0.13222697377204895,0.7942122220993042,0.009871244430541992,0.009298998862504959,0.48800161480903625,0.009304323233664036,1.0
46,0.29103851318359375,0.11417560279369354,9.999999747378752e-05,2.2846126556396484,0.13244681060314178,0.8006430864334106,0.009585121646523476,0.009298998862504959,0.2231917530298233,0.009301659651100636,1.0
47,0.2860133945941925,0.11524707823991776,9.999999747378752e-05,2.30959415435791,0.13354364037513733,0.8167202472686768,0.009298998862504959,0.009298998862504959,0.26288726925849915,0.009298998862504959,1.0
48,0.2726130783557892,0.11627309769392014,9.999999747378752e-05,2.840684413909912,0.13018672168254852,0.8070739507675171,0.009298998862504959,0.009298998862504959,0.3623817265033722,0.009298998862504959,1.0
49,0.27847570180892944,0.11524554342031479,9.999999747378752e-05,2.7745285034179688,0.13075314462184906,0.8038585186004639,0.009728183038532734,0.009298998862504959,0.22375822067260742,0.009302991442382336,1.0
